date,map,h,ic,nbkt,n_xs
20260609,9,10,-0.00017043664803313875,215,2800
20260609,9,30,-0.0012199656323675712,175,2800
20260609,10,1,0.0035979421757076067,233,2800
20260609,10,2,0.00117366549482649,231,2800
20260609,10,5,0.0004996514043404553,225,2800
20260609,10,10,0.0008154913950654143,215,2800
20260609,10,30,-0.00057927873311761,175,2800
20260609,11,1,-0.0002918964327684303,233,2800
20260609,11,2,-0.0012110352666553261,231,2800
20260609,11,5,-0.000387376343362162,225,2800
20260609,11,10,-0.0004086606151394076,215,2800
20260609,11,30,-1.1774546708418963e-05,175,2800
20260609,12,1,0.0011016685621970381,233,2800
20260609,12,2,0.0001420392441405653,231,2800
20260609,12,5,-0.0002993568462386447,225,2800
20260609,12,10,0.0009658715812792622,215,2800
20260609,12,30,0.0011018621009616645,175,2800
20260609,13,1,-0.0007785606507524977,233,2800
20260609,13,2,-0.0002976822305874235,231,2800
20260609,13,5,0.0007500761299790316,225,2800
20260609,13,10,0.001555246557962598,215,2800
20260609,13,30,-0.0002731473158225265,175,2800
20260609,14,1,-0.00045795815599005606,233,2800
20260609,14,2,8.955593701790357e-05,231,2800
20260609,14,5,0.0003248026454228973,225,2800
20260609,14,10,0.0004870495548791297,215,2800
20260609,14,30,0.0001522767890329373,175,2800
20260609,15,1,-0.000598892870250809,233,2800
20260609,15,2,-0.0005027835717760873,231,2800
20260609,15,5,-0.0012652108785813133,225,2800
20260609,15,10,-9.514637748767405e-05,215,2800
20260609,15,30,0.0002424584242049797,175,2800
20260609,16,1,-0.0005729606881024319,233,2800
20260609,16,2,0.0007271192986573724,231,2800
20260609,16,5,0.00035473051600043535,225,2800
20260609,16,10,-0.00023921373258233667,215,2800
20260609,16,30,-0.00032192483913471475,175,2800
20260609,17,1,0.0005245528789592896,233,2800
20260609,17,2,-0.00046987568259031334,231,2800
20260609,17,5,-0.0002120615300760034,225,2800
20260609,17,10,-0.0007423536759683184,215,2800
20260609,17,30,-0.0005889119630882277,175,2800
20260609,18,1,-4.2220507633703375e-05,233,2800
20260609,18,2,0.0009020312900980261,231,2800
20260609,18,5,0.0007676498415124417,225,2800
20260609,18,10,-0.000146340600407108,215,2800
20260609,18,30,-7.065619522284723e-05,175,2800
20260609,19,1,0.0020752005358650677,233,2800
20260609,19,2,0.0021039135662555284,231,2800
20260609,19,5,0.0016924152496079535,225,2800
20260609,19,10,0.0007929655240153648,215,2800
20260609,19,30,0.00022864045814734057,175,2800
20260610,0,1,0.0007657443800754275,233,2800
20260610,0,2,0.0008008490964006292,231,2800
20260610,0,5,0.0010233670176999555,225,2800
20260610,0,10,0.001813317814406565,215,2800
20260610,0,30,0.0006153263552356646,175,2800
20260610,1,1,-0.002263252407131641,233,2800
20260610,1,2,-0.0014803528745193654,231,2800
20260610,1,5,-4.524925783249762e-05,225,2800
20260610,1,10,-0.0015974756587961566,215,2800
20260610,1,30,-0.0020221564667234843,175,2800
20260610,2,1,-0.0004024794792891556,233,2800
20260610,2,2,8.785794298202627e-05,231,2800
20260610,2,5,-2.3750150024104194e-05,225,2800
20260610,2,10,-0.00018044385581591314,215,2800
20260610,2,30,9.760205937081145e-05,175,2800
20260610,3,1,0.0016176301522670402,233,2800
20260610,3,2,0.0006008939904267196,231,2800
20260610,3,5,-0.0005791559043912659,225,2800
20260610,3,10,4.7446755918832635e-05,215,2800
20260610,3,30,0.0010982930390558017,175,2800
20260610,4,1,-0.0001262630316655926,233,2800
20260610,4,2,-0.001084653614919001,231,2800
20260610,4,5,0.00029587668120953934,225,2800
20260610,4,10,0.00023407450728736941,215,2800
20260610,4,30,-0.0005059944167682148,175,2800
20260610,5,1,-0.001206201212723612,233,2800
20260610,5,2,-0.00096700459728803,231,2800
20260610,5,5,-0.0008428308500374731,225,2800
20260610,5,10,-0.0008724071399358135,215,2800
20260610,5,30,0.00020316477783621485,175,2800
20260610,6,1,-0.00148577844074149,233,2800
20260610,6,2,-0.0011862141048461451,231,2800
20260610,6,5,-0.00035705747889639393,225,2800
20260610,6,10,5.256142233673643e-05,215,2800
20260610,6,30,-0.0008468470037670341,175,2800
20260610,7,1,-0.0015542619672299183,233,2800
20260610,7,2,0.000834093209044606,231,2800
20260610,7,5,-0.0006742690419096036,225,2800
20260610,7,10,-0.0007257755810528703,215,2800
20260610,7,30,-0.0002667903773974149,175,2800
20260610,8,1,-0.00022601382673686983,233,2800
20260610,8,2,-0.00010767637777780546,231,2800
20260610,8,5,-0.00023421548189644445,225,2800
20260610,8,10,0.0004937258427184241,215,2800
20260610,8,30,-0.00042701505928338765,175,2800
20260610,9,1,0.0018928384462674462,233,2800
20260610,9,2,0.0016401457400988927,231,2800
20260610,9,5,0.0005280637934550001,225,2800
20260610,9,10,9.528162561942065e-05,215,2800
20260610,9,30,0.0001289477016505039,175,2800
20260610,10,1,0.0007160487330333582,233,2800
20260610,10,2,-0.0010142787396772348,231,2800
20260610,10,5,-0.00014288325771008196,225,2800
20260610,10,10,-0.000577799069714866,215,2800
20260610,10,30,-0.00024350205820378436,175,2800
20260610,11,1,0.002269317002426534,233,2800
20260610,11,2,0.0008321983642119855,231,2800
20260610,11,5,0.00012085082534377086,225,2800
20260610,11,10,0.0010469742039607478,215,2800
20260610,11,30,0.00011278359307373682,175,2800
20260610,12,1,0.00028598276686373777,233,2800
20260610,12,2,-0.001154684552071667,231,2800
20260610,12,5,0.00040535239157124596,225,2800
20260610,12,10,-0.00035455288683999614,215,2800
20260610,12,30,-0.0005320840228438567,175,2800
20260610,13,1,-0.0007722137673830307,233,2800
20260610,13,2,-0.0008794063991929424,231,2800
20260610,13,5,0.0004999040377710676,225,2800
20260610,13,10,0.0005571624405257431,215,2800
20260610,13,30,0.0005852083523193751,175,2800
20260610,14,1,-0.001825282304561092,233,2800
20260610,14,2,-0.00198275747419629,231,2800
20260610,14,5,-0.004091239493329832,225,2800
20260610,14,10,-0.0021067125409434326,215,2800
20260610,14,30,-0.0016988949534923763,175,2800
20260610,15,1,-9.785241802714815e-05,233,2800
20260610,15,2,-0.0002960938954056757,231,2800
20260610,15,5,0.0004449908522991093,225,2800
20260610,15,10,0.0005845804579730305,215,2800
20260610,15,30,-0.000520906332497091,175,2800
20260610,16,1,-0.00013753305125485267,233,2800
20260610,16,2,0.0007933442893143494,231,2800
20260610,16,5,0.00019748723023544246,225,2800
20260610,16,10,0.00023187429336425996,215,2800
20260610,16,30,0.0002650947257501712,175,2800
20260610,17,1,-0.00027068280690066077,233,2800
20260610,17,2,-0.0009468687175800061,231,2800
20260610,17,5,-0.0005273882236087916,225,2800
20260610,17,10,-4.4154197557227905e-05,215,2800
20260610,17,30,-5.312614686841153e-05,175,2800
20260610,18,1,-0.0002364985660327233,233,2800
20260610,18,2,0.0014818337650880306,231,2800
20260610,18,5,0.000469635191614049,225,2800
20260610,18,10,0.0006051337712854025,215,2800
20260610,18,30,0.0007817846009091405,175,2800
20260610,19,1,-0.001374261908850735,233,2800
20260610,19,2,0.00016151854716481818,231,2800
20260610,19,5,0.00034907623151237804,225,2800
20260610,19,10,0.0007806112362467922,215,2800
20260610,19,30,0.0007215886959693279,175,2800
20260611,0,1,0.0009925441301475162,233,2800
20260611,0,2,0.00030500173372831595,231,2800
20260611,0,5,-0.0011360062424964114,225,2800
20260611,0,10,-0.0013155924790428783,215,2800
20260611,0,30,-0.0009622235107451723,175,2800
20260611,1,1,-0.00089078564164586,233,2800
20260611,1,2,0.0003804516425335407,231,2800
20260611,1,5,-1.5263103376512895e-05,225,2800
20260611,1,10,-7.688163073815288e-05,215,2800
20260611,1,30,0.0004464295552437907,175,2800
20260611,2,1,0.0016812287869549713,233,2800
20260611,2,2,0.0009758988378508602,231,2800
20260611,2,5,-0.00032045769095634825,225,2800
20260611,2,10,-0.00047189674392897476,215,2800
20260611,2,30,0.0003729570930420316,175,2800
20260611,3,1,-9.474563504829016e-05,233,2800
20260611,3,2,-0.0010406486403732628,231,2800
20260611,3,5,-0.00011596339761513243,225,2800
20260611,3,10,0.00045277388124739907,215,2800
20260611,3,30,-0.001626324209857521,175,2800
20260611,4,1,0.003933411566995048,233,2800
20260611,4,2,0.00015219791057043353,231,2800
20260611,4,5,0.0011469219766224474,225,2800
20260611,4,10,0.0001979999696591032,215,2800
20260611,4,30,0.0007489557844727016,175,2800
20260611,5,1,-0.0008263913436495115,233,2800
20260611,5,2,-0.0018781179723010024,231,2800
20260611,5,5,-0.0006320804675326028,225,2800
20260611,5,10,-0.0006371800367229022,215,2800
20260611,5,30,-0.0011582084674323476,175,2800
20260611,6,1,-0.0026743163437190323,233,2800
20260611,6,2,-0.001265022687610367,231,2800
20260611,6,5,0.0007946095867508338,225,2800
20260611,6,10,-0.0011235962235095847,215,2800
20260611,6,30,0.0006014169756592639,175,2800
20260611,7,1,-0.0021740618953200942,233,2800
20260611,7,2,-0.0011108159405552045,231,2800
20260611,7,5,-0.0010824582159443472,225,2800
20260611,7,10,-0.0010628580615117233,215,2800
20260611,7,30,-0.001085641159564155,175,2800
20260611,8,1,0.0022315628443317958,233,2800
20260611,8,2,-0.0025053459917127076,231,2800
20260611,8,5,0.00017395685395731706,225,2800
20260611,8,10,0.0013614803958837136,215,2800
20260611,8,30,0.0011749144769733048,175,2800
20260611,9,1,0.0019135025270569672,233,2800
20260611,9,2,0.0003369865842148228,231,2800
20260611,9,5,-0.000351796945847011,225,2800
20260611,9,10,6.576619675415384e-05,215,2800
20260611,9,30,0.0005030831308410508,175,2800
20260611,10,1,6.738117014371278e-05,233,2800
20260611,10,2,-0.0005735364235000857,231,2800
20260611,10,5,0.0008277391922594472,225,2800
20260611,10,10,0.0001731826313090479,215,2800
20260611,10,30,-0.0012873315772673102,175,2800
20260611,11,1,-0.001659297531773896,233,2800
20260611,11,2,-0.0005962094930606058,231,2800
20260611,11,5,-0.0012715968079244622,225,2800
20260611,11,10,-0.001117510880928583,215,2800
20260611,11,30,-0.00019625244633024016,175,2800
20260611,12,1,-0.0008477086343617623,233,2800
20260611,12,2,0.0005335437130518314,231,2800
20260611,12,5,0.0002357044574274684,225,2800
20260611,12,10,-0.0004969086941709746,215,2800
20260611,12,30,-0.0007487449844957166,175,2800
20260611,13,1,-0.0028457757955729144,233,2800
20260611,13,2,-0.0009176545477281284,231,2800
20260611,13,5,-0.001415324196018851,225,2800
20260611,13,10,-0.0017575141649562934,215,2800
20260611,13,30,-0.001205159659393573,175,2800
20260611,14,1,-0.00013981969323499785,233,2800
20260611,14,2,-0.00040639025401974026,231,2800
20260611,14,5,-0.0011063410960534853,225,2800
20260611,14,10,-0.0008630942165139309,215,2800
20260611,14,30,-0.001470606808848303,175,2800
20260611,15,1,-0.0028260189081483174,233,2800
20260611,15,2,-0.0032071226174300075,231,2800
20260611,15,5,-0.0013537586802875004,225,2800
20260611,15,10,-0.0019745208021594105,215,2800
20260611,15,30,-0.001343678709204002,175,2800
20260611,16,1,0.0011634496191247155,233,2800
20260611,16,2,-1.0269876505219214e-05,231,2800
20260611,16,5,0.0006134740390490692,225,2800
20260611,16,10,-0.0007700440326431241,215,2800
20260611,16,30,0.0007577927775908952,175,2800
20260611,17,1,8.617614432422005e-05,233,2800
20260611,17,2,0.0007061933924605383,231,2800
20260611,17,5,0.0016611538743809015,225,2800
20260611,17,10,0.0016550703495962272,215,2800
20260611,17,30,6.276062867680755e-05,175,2800
20260611,18,1,-0.00032467674098429685,233,2800
20260611,18,2,-0.0014600005018930193,231,2800
20260611,18,5,-0.0007409096310889823,225,2800
20260611,18,10,-0.0006898012501252276,215,2800
20260611,18,30,-0.0008486841631592139,175,2800
20260611,19,1,-0.0004109257061937303,233,2800
20260611,19,2,-4.6471807729801524e-05,231,2800
20260611,19,5,-0.0016173098454131947,225,2800
20260611,19,10,-0.0009799301541726392,215,2800
20260611,19,30,-0.0004567532016588896,175,2800
20260612,0,1,-0.0007395044091635467,233,2800
20260612,0,2,-0.0004423010100122731,231,2800
20260612,0,5,-0.0008135764848526131,225,2800
20260612,0,10,-0.00134253721282721,215,2800
20260612,0,30,-0.0001912370038132608,175,2800
20260612,1,1,-0.0012975544146775842,233,2800
20260612,1,2,-0.0007228196920291445,231,2800
20260612,1,5,-0.0004115566928416746,225,2800
20260612,1,10,0.00021611236749555996,215,2800
20260612,1,30,-4.4533684886075006e-05,175,2800
20260612,2,1,0.0002506028728612001,233,2800
20260612,2,2,-0.0006933592370586284,231,2800
20260612,2,5,-0.00023323264692584592,225,2800
20260612,2,10,0.00019765588298188838,215,2800
20260612,2,30,3.515441010384927e-05,175,2800
20260612,3,1,0.0009346940793975866,233,2800
20260612,3,2,-0.0005888218128338006,231,2800
20260612,3,5,0.0006994576044814951,225,2800
20260612,3,10,-0.0001043812838136374,215,2800
20260612,3,30,0.0006404149603307054,175,2800
20260612,4,1,0.00024405578203242858,233,2800
20260612,4,2,0.0015115627608088267,231,2800
20260612,4,5,0.00015344953600543622,225,2800
20260612,4,10,0.0001788322828432374,215,2800
20260612,4,30,-0.0001947222434115368,175,2800
20260612,5,1,0.00018833207158789695,233,2800
20260612,5,2,5.392374148811403e-05,231,2800
20260612,5,5,0.0001875931090940434,225,2800
20260612,5,10,0.000629819844407509,215,2800
20260612,5,30,-0.0005993020645405235,175,2800
20260612,6,1,0.0009112161029317213,233,2800
20260612,6,2,0.00026868840375937224,231,2800
20260612,6,5,-0.0009037452801553781,225,2800
20260612,6,10,0.0002748717771603765,215,2800
20260612,6,30,-0.0006280199542643153,175,2800
20260612,7,1,0.0009288405674684684,233,2800
20260612,7,2,-0.0006792932253301341,231,2800
20260612,7,5,-5.136275419397423e-05,225,2800
20260612,7,10,-0.0005728626593268167,215,2800
20260612,7,30,-0.0007215417726072184,175,2800
20260612,8,1,-0.0006656353090011212,233,2800
20260612,8,2,0.0003862414123108136,231,2800
20260612,8,5,2.096364267222965e-05,225,2800
20260612,8,10,-0.00031729506350323554,215,2800
20260612,8,30,-0.00022949087667505511,175,2800
20260612,9,1,-0.0005001324878565728,233,2800
20260612,9,2,0.0007197762980086176,231,2800
20260612,9,5,0.0007451372247586202,225,2800
20260612,9,10,-0.00044543035910982095,215,2800
20260612,9,30,-0.0004411955094425316,175,2800
20260612,10,1,3.536883013801255e-05,233,2800
20260612,10,2,-0.0006214205827641355,231,2800
20260612,10,5,0.000329766811083893,225,2800
20260612,10,10,0.0012360197852741507,215,2800
20260612,10,30,3.484014278653338e-05,175,2800
20260612,11,1,-0.0011653936815140826,233,2800
20260612,11,2,0.00015600014183607137,231,2800
20260612,11,5,0.0002865124416205515,225,2800
20260612,11,10,-8.762917856181267e-05,215,2800
20260612,11,30,-0.0004891608810390194,175,2800
20260612,12,1,-0.0011748694058223792,233,2800
20260612,12,2,-1.8091881914423664e-05,231,2800
20260612,12,5,0.0005363129361932522,225,2800
20260612,12,10,-0.0009320879328456371,215,2800
20260612,12,30,0.00024189195823834996,175,2800
20260612,13,1,-0.0006042322468055486,233,2800
20260612,13,2,-0.0018980108791009892,231,2800
20260612,13,5,-0.0010428429580427133,225,2800
20260612,13,10,-0.002421485186679844,215,2800
20260612,13,30,-0.0010831687625635566,175,2800
20260612,14,1,0.0009599948494486431,233,2800
20260612,14,2,-0.0007492187624935419,231,2800
20260612,14,5,-0.0004904509612401868,225,2800
20260612,14,10,-0.0006189351499252621,215,2800
20260612,14,30,-0.00011172938101555801,175,2800
20260612,15,1,-0.0029916957028549504,233,2800
20260612,15,2,-0.00034411605205812766,231,2800
20260612,15,5,-0.0007226097020389134,225,2800
20260612,15,10,-0.00030418427937574247,215,2800
20260612,15,30,0.0005831135693588191,175,2800
20260612,16,1,-8.468816476452513e-05,233,2800
20260612,16,2,0.0007934418852323788,231,2800
20260612,16,5,0.00022106969766298094,225,2800
20260612,16,10,-0.00043349115645953325,215,2800
20260612,16,30,-0.0008282905917182824,175,2800
20260612,17,1,0.0016898581365762978,233,2800
20260612,17,2,-0.00037230864978333875,231,2800
20260612,17,5,-0.0013953143576754504,225,2800
20260612,17,10,-0.0002851821838813357,215,2800
20260612,17,30,-0.00024240775611274998,175,2800
20260612,18,1,0.0008686682193729325,233,2800
20260612,18,2,0.00012048529211419192,231,2800
20260612,18,5,-0.0006163627649818748,225,2800
20260612,18,10,-0.0008309301654637933,215,2800
20260612,18,30,0.0001636133378349979,175,2800
20260612,19,1,-0.002061174521754477,233,2800
20260612,19,2,-0.0017634777404684043,231,2800
20260612,19,5,0.00044330821093555614,225,2800
20260612,19,10,-0.0005690399950579009,215,2800
20260612,19,30,-0.0009470808026861921,175,2800
20260615,0,1,-0.000563441539923727,233,2800
20260615,0,2,0.0013236538118511607,231,2800
20260615,0,5,0.0008902980656970444,225,2800
20260615,0,10,0.0004008683464325911,215,2800
20260615,0,30,0.00032962291216245604,175,2800
20260615,1,1,-0.0004681779423237604,233,2800
20260615,1,2,0.00010999623122280228,231,2800
20260615,1,5,-0.00010006438004797188,225,2800
20260615,1,10,-0.00020690237819586744,215,2800
20260615,1,30,2.9031552810716566e-05,175,2800
20260615,2,1,-0.0019978943936400178,233,2800
20260615,2,2,-0.00045375301909686357,231,2800
20260615,2,5,0.00021804102033422867,225,2800
20260615,2,10,-6.634857057720272e-05,215,2800
20260615,2,30,-0.00043388269967089584,175,2800
20260615,3,1,-0.0007092968555191594,233,2800
20260615,3,2,0.00020177322933275906,231,2800
20260615,3,5,0.00048693705173186977,225,2800
20260615,3,10,-0.0003796092750356383,215,2800
20260615,3,30,-0.0005016671316528288,175,2800
20260615,4,1,0.0001239749574218038,233,2800
20260615,4,2,0.0007654980247152961,231,2800
20260615,4,5,0.0008856282957324265,225,2800
20260615,4,10,0.00014604997429194574,215,2800
20260615,4,30,-0.0005381512190791477,175,2800
20260615,5,1,-0.00229135986855016,233,2800
20260615,5,2,-0.003375651190946451,231,2800
20260615,5,5,-0.0014061823002131687,225,2800
20260615,5,10,-0.0013934667922070824,215,2800
20260615,5,30,-0.002002257015157538,175,2800
20260615,6,1,-0.0018082387452476368,233,2800
20260615,6,2,-0.000439941935995693,231,2800
20260615,6,5,-0.0005403220005639142,225,2800
20260615,6,10,-0.0009630531047405459,215,2800
20260615,6,30,0.0008903430524157325,175,2800
20260615,7,1,-0.0019029514809351315,233,2800
20260615,7,2,-0.00021042066511874248,231,2800
20260615,7,5,-0.00046390523872888716,225,2800
20260615,7,10,-0.0010091732489631144,215,2800
20260615,7,30,-0.0005195344860865799,175,2800
20260615,8,1,0.0008377125090331768,233,2800
20260615,8,2,0.00028713217722160436,231,2800
20260615,8,5,0.0011537848172146815,225,2800
20260615,8,10,-0.00010299194439575935,215,2800
20260615,8,30,0.0007223154636084688,175,2800
20260615,9,1,-0.0005454521687655939,233,2800
20260615,9,2,-1.3305475307961591e-05,231,2800
20260615,9,5,0.00034673129719609827,225,2800
20260615,9,10,-0.0009391205509285524,215,2800
20260615,9,30,-0.0009101702770976201,175,2800
20260615,10,1,0.0014935373402702704,233,2800
20260615,10,2,-0.0008288579190419733,231,2800
20260615,10,5,-0.0003396423658236912,225,2800
20260615,10,10,0.0010246499456529402,215,2800
20260615,10,30,0.0005821817170458489,175,2800
20260615,11,1,0.0003689692654771711,233,2800
20260615,11,2,-0.0012785268722652805,231,2800
20260615,11,5,-0.00017651536555528152,225,2800
20260615,11,10,0.00033129436226712807,215,2800
20260615,11,30,0.0003473212433655967,175,2800
20260615,12,1,0.0006446806605739489,233,2800
20260615,12,2,-0.0002572612792992241,231,2800
20260615,12,5,-0.0009025702970607983,225,2800
20260615,12,10,-0.0009674919533765712,215,2800
20260615,12,30,-5.350610437636793e-05,175,2800
20260615,13,1,-0.00030916248465999674,233,2800
20260615,13,2,-0.0006492078331451596,231,2800
20260615,13,5,-0.00015297614847615843,225,2800
20260615,13,10,0.00010279512132037975,215,2800
20260615,13,30,0.0006302674868963298,175,2800
20260615,14,1,-0.0031732781930221567,233,2800
20260615,14,2,-0.0008135501357467138,231,2800
20260615,14,5,-0.0008392580856391656,225,2800
20260615,14,10,-0.0002534874902748767,215,2800
20260615,14,30,-0.0002013658522304686,175,2800
20260615,15,1,-0.0014238369618874694,233,2800
20260615,15,2,0.0008759057211783197,231,2800
20260615,15,5,-0.0004255384482850576,225,2800
20260615,15,10,-0.0005194779381388259,215,2800
20260615,15,30,-0.0004918375186273138,175,2800
20260615,16,1,0.0011082522436305768,233,2800
20260615,16,2,0.000528182208676856,231,2800
20260615,16,5,0.0003356149386690509,225,2800
20260615,16,10,0.0007682246581355737,215,2800
20260615,16,30,0.0012470619178498261,175,2800
20260615,17,1,-0.0027696393772808797,233,2800
20260615,17,2,-0.001275636191614191,231,2800
20260615,17,5,-0.0022587853912000217,225,2800
20260615,17,10,-0.0004922609360319979,215,2800
20260615,17,30,-0.0005267287522784421,175,2800
20260615,18,1,-0.0017053217007956295,233,2800
20260615,18,2,4.7696810142828005e-05,231,2800
20260615,18,5,-0.0008559136456806617,225,2800
20260615,18,10,0.0008086357744610276,215,2800
20260615,18,30,-0.00012929440465099735,175,2800
20260615,19,1,0.00251470609250967,233,2800
20260615,19,2,0.0006165297047362752,231,2800
20260615,19,5,-0.0003466229779425764,225,2800
20260615,19,10,-0.00045215206895236226,215,2800
20260615,19,30,3.548357226151354e-05,175,2800
20260616,0,1,-0.0008196202864475783,233,2800
20260616,0,2,0.0009420281866250627,231,2800
20260616,0,5,-0.0006901474136675896,225,2800
20260616,0,10,-0.0009326729572045991,215,2800
20260616,0,30,-0.0007233034196783586,175,2800
20260616,1,1,0.0021122616656515966,233,2800
20260616,1,2,0.0009135984680163677,231,2800
20260616,1,5,0.0011955383180344715,225,2800
20260616,1,10,0.002050315970081456,215,2800
20260616,1,30,0.0012343530003386231,175,2800
20260616,2,1,0.0007694470372434723,233,2800
20260616,2,2,0.0006481407584123781,231,2800
20260616,2,5,0.0005392031989575447,225,2800
20260616,2,10,-0.00036860166174778643,215,2800
20260616,2,30,0.0001656876974278657,175,2800
20260616,3,1,0.0017810453275630004,233,2800
20260616,3,2,0.00035578795399979435,231,2800
20260616,3,5,0.0010590731462179286,225,2800
20260616,3,10,0.0002871144220266493,215,2800
20260616,3,30,-0.00015784053628626162,175,2800
20260616,4,1,-0.0008780143927814586,233,2800
20260616,4,2,-0.00037941246018605553,231,2800
20260616,4,5,6.222466474847727e-05,225,2800
20260616,4,10,-0.0012897314938223926,215,2800
20260616,4,30,-0.0004081710905144282,175,2800
20260616,5,1,0.0009418616495841557,233,2800
20260616,5,2,-0.001361101726706452,231,2800
20260616,5,5,0.0005968389522743308,225,2800
20260616,5,10,-0.0007984608299842791,215,2800
20260616,5,30,-0.0012575413132034769,175,2800
20260616,6,1,-0.0003931349232587316,233,2800
20260616,6,2,-0.0002968976442843036,231,2800
20260616,6,5,-0.0011804978460160523,225,2800
20260616,6,10,-0.0007292841359954219,215,2800
20260616,6,30,0.0005554351528688176,175,2800
20260616,7,1,-0.0011921823223072397,233,2800
20260616,7,2,0.0019324113411389918,231,2800
20260616,7,5,0.00019797012134261117,225,2800
20260616,7,10,0.0015558235021564323,215,2800
20260616,7,30,0.0009824632834791157,175,2800
20260616,8,1,-0.00098404066115522,233,2800
20260616,8,2,-0.000515385443911667,231,2800
20260616,8,5,6.845048214269024e-05,225,2800
20260616,8,10,-0.0005243563578664672,215,2800
20260616,8,30,-0.0012381705242011608,175,2800
20260616,9,1,0.0026316878990300194,233,2800
20260616,9,2,0.0007515703004261213,231,2800
20260616,9,5,0.0011567947703893377,225,2800
20260616,9,10,0.0002013446756425229,215,2800
20260616,9,30,0.00039026855035837393,175,2800
20260616,10,1,0.000398459370154314,233,2800
20260616,10,2,0.0009482079418063578,231,2800
20260616,10,5,0.0009133770524301118,225,2800
20260616,10,10,0.0010505185753293738,215,2800
20260616,10,30,0.0018577285624556254,175,2800
20260616,11,1,0.0012740741029871481,233,2800
20260616,11,2,-0.0002991914537234329,231,2800
20260616,11,5,-0.00040748923553143694,225,2800
20260616,11,10,0.0011655101265651674,215,2800
20260616,11,30,5.922707931443675e-05,175,2800
20260616,12,1,-0.0016365229340284328,233,2800
20260616,12,2,-0.00199064585134143,231,2800
20260616,12,5,-0.0005703002029103869,225,2800
20260616,12,10,0.0005641753189448551,215,2800
20260616,12,30,-0.0008279862707580769,175,2800
20260616,13,1,0.0006737831487198479,233,2800
20260616,13,2,-0.00130206581097186,231,2800
20260616,13,5,0.00021494507122171334,225,2800
20260616,13,10,0.0004249251250533604,215,2800
20260616,13,30,-0.0005160027402636828,175,2800
20260616,14,1,0.00022135912437111355,233,2800
20260616,14,2,0.0011731290712679067,231,2800
20260616,14,5,-0.0009046307909099014,225,2800
20260616,14,10,-0.0008015935848096333,215,2800
20260616,14,30,0.000706716465291173,175,2800
20260616,15,1,0.0013243628168187868,233,2800
20260616,15,2,0.0006301123489178155,231,2800
20260616,15,5,-0.0002968815144803358,225,2800
20260616,15,10,0.0012934629790576442,215,2800
20260616,15,30,-0.0004015421234862167,175,2800
20260616,16,1,-0.0025165981483583903,233,2800
20260616,16,2,-0.001990024004195908,231,2800
20260616,16,5,-0.0015220287231560157,225,2800
20260616,16,10,-0.0010504062397310734,215,2800
20260616,16,30,-0.0004529434283510004,175,2800
20260616,17,1,0.0006695041471081298,233,2800
20260616,17,2,0.001034508491852665,231,2800
20260616,17,5,0.0008246282436806872,225,2800
20260616,17,10,-0.00033877641482746415,215,2800
20260616,17,30,0.00033674902658805046,175,2800
20260616,18,1,0.0005318040288223305,233,2800
20260616,18,2,0.0007682419868791775,231,2800
