date,map,h,ic,nbkt,n_xs
20260616,18,5,0.00133394485700126,225,2800
20260616,18,10,-0.0007101176173785844,215,2800
20260616,18,30,-0.0007703937180184041,175,2800
20260616,19,1,0.00022383923869622724,233,2800
20260616,19,2,0.00011246617187019233,231,2800
20260616,19,5,-0.0003453097414142435,225,2800
20260616,19,10,-0.00014278882982708381,215,2800
20260616,19,30,-0.00020012526943421826,175,2800
20260617,0,1,-0.0018569545249039188,233,2800
20260617,0,2,-0.0005598515741115317,231,2800
20260617,0,5,-0.00014181109287190105,225,2800
20260617,0,10,-0.0007900709147739418,215,2800
20260617,0,30,-0.00043409502759964724,175,2800
20260617,1,1,-1.0732015203340856e-05,233,2800
20260617,1,2,1.1855616747714762e-05,231,2800
20260617,1,5,1.9204110804520386e-05,225,2800
20260617,1,10,-0.0006843759034426533,215,2800
20260617,1,30,-0.0005205506314380961,175,2800
20260617,2,1,-0.0009782588260011636,233,2800
20260617,2,2,-0.0007826764584224162,231,2800
20260617,2,5,0.0001879241309755277,225,2800
20260617,2,10,0.0001194700832848202,215,2800
20260617,2,30,-0.00036994935919646316,175,2800
20260617,3,1,0.001652840918011815,233,2800
20260617,3,2,0.0013139603748527431,231,2800
20260617,3,5,0.00019951421622576809,225,2800
20260617,3,10,0.0009503907929436274,215,2800
20260617,3,30,0.00042298121112774344,175,2800
20260617,4,1,-0.0005187660885253791,233,2800
20260617,4,2,0.0001941333475991077,231,2800
20260617,4,5,0.0009888159392754167,225,2800
20260617,4,10,0.00020936773876784273,215,2800
20260617,4,30,-9.903478783142937e-05,175,2800
20260617,5,1,0.002994840823842979,233,2800
20260617,5,2,0.0003021279573774544,231,2800
20260617,5,5,-0.0002714816219097866,225,2800
20260617,5,10,0.00043546344225858574,215,2800
20260617,5,30,0.0002513762430348736,175,2800
20260617,6,1,0.0007277654422421565,233,2800
20260617,6,2,0.001959174934810937,231,2800
20260617,6,5,0.0029317746298442365,225,2800
20260617,6,10,0.0003632476235206935,215,2800
20260617,6,30,0.000485665543569571,175,2800
20260617,7,1,-0.0006686473809016958,233,2800
20260617,7,2,-0.0009136968844273939,231,2800
20260617,7,5,-0.0009794214242628604,225,2800
20260617,7,10,-0.0007452725335812982,215,2800
20260617,7,30,-0.00038210671929562356,175,2800
20260617,8,1,0.0017410173537712708,233,2800
20260617,8,2,0.00016020613707338563,231,2800
20260617,8,5,0.0017359542423688243,225,2800
20260617,8,10,0.0009638392602313504,215,2800
20260617,8,30,0.0006070715017942725,175,2800
20260617,9,1,0.0009331845921015477,233,2800
20260617,9,2,0.0017571007627896964,231,2800
20260617,9,5,0.000733637925877866,225,2800
20260617,9,10,-0.0003623792282187487,215,2800
20260617,9,30,0.00031423422566080416,175,2800
20260617,10,1,0.000991678955986998,233,2800
20260617,10,2,0.00016094363698485503,231,2800
20260617,10,5,-0.0006793054720611124,225,2800
20260617,10,10,0.0003756030858293184,215,2800
20260617,10,30,-6.53177641417385e-05,175,2800
20260617,11,1,-0.001277750472156631,233,2800
20260617,11,2,-0.0012267103733943961,231,2800
20260617,11,5,-0.0016756727427341038,225,2800
20260617,11,10,-0.0005917346455925186,215,2800
20260617,11,30,0.000624699298886344,175,2800
20260617,12,1,0.0015355991070311022,233,2800
20260617,12,2,0.0013439315224534573,231,2800
20260617,12,5,0.0021151753093143952,225,2800
20260617,12,10,0.0005056179369267318,215,2800
20260617,12,30,-0.0003303746030389258,175,2800
20260617,13,1,-0.0014634966675714683,233,2800
20260617,13,2,-0.0009723073127107198,231,2800
20260617,13,5,0.0001920000846224231,225,2800
20260617,13,10,0.0009248164036736811,215,2800
20260617,13,30,-0.0005026494817414788,175,2800
20260617,14,1,-0.0002870735081057937,233,2800
20260617,14,2,0.00010457558048223692,231,2800
20260617,14,5,0.00010283656165310712,225,2800
20260617,14,10,-0.0004288024965037958,215,2800
20260617,14,30,0.0010203833791971077,175,2800
20260617,15,1,-0.0020862063203059894,233,2800
20260617,15,2,-0.002863942857602725,231,2800
20260617,15,5,-0.001626678263296556,225,2800
20260617,15,10,-0.0010401367630164576,215,2800
20260617,15,30,-0.0013582957682549053,175,2800
20260617,16,1,0.001207023651658452,233,2800
20260617,16,2,0.00020631434890995855,231,2800
20260617,16,5,-0.0003283458012383464,225,2800
20260617,16,10,5.95950116024173e-05,215,2800
20260617,16,30,0.0009035019155294236,175,2800
20260617,17,1,-0.0020686754767893435,233,2800
20260617,17,2,-0.0009716225537944047,231,2800
20260617,17,5,5.695742512427968e-06,225,2800
20260617,17,10,-0.0004830750420899188,215,2800
20260617,17,30,-0.0013355816188584085,175,2800
20260617,18,1,-0.0022211341505405983,233,2800
20260617,18,2,-0.0022959822415114036,231,2800
20260617,18,5,-0.0007294848513403534,225,2800
20260617,18,10,-0.0007480906736683916,215,2800
20260617,18,30,0.00044912947019250124,175,2800
20260617,19,1,-0.001891341345685114,233,2800
20260617,19,2,0.0008310357894499386,231,2800
20260617,19,5,0.00016317968181556546,225,2800
20260617,19,10,0.0006444065729951245,215,2800
20260617,19,30,0.0001027387093672896,175,2800
20260618,0,1,-0.0002864379765592749,233,2800
20260618,0,2,-0.00048008585374032897,231,2800
20260618,0,5,3.76756672350157e-05,225,2800
20260618,0,10,0.0008843372254031824,215,2800
20260618,0,30,-0.00024106598877642597,175,2800
20260618,1,1,0.0003896667046757819,233,2800
20260618,1,2,0.0005196118657621244,231,2800
20260618,1,5,0.0010822048011163118,225,2800
20260618,1,10,0.00031003331336848966,215,2800
20260618,1,30,0.0013897271941316492,175,2800
20260618,2,1,-0.0012489120678596515,233,2800
20260618,2,2,-0.0012382149833682545,231,2800
20260618,2,5,-0.0010783722378194074,225,2800
20260618,2,10,-0.000854610239441887,215,2800
20260618,2,30,-0.0007809812308787776,175,2800
20260618,3,1,0.0004811762834523369,233,2800
20260618,3,2,0.00023202166511718326,231,2800
20260618,3,5,0.00014486450751737416,225,2800
20260618,3,10,0.0003366359044355728,215,2800
20260618,3,30,-0.0009572230536013548,175,2800
20260618,4,1,-0.0011056765261892854,233,2800
20260618,4,2,-3.578109449004596e-06,231,2800
20260618,4,5,5.974478511902402e-05,225,2800
20260618,4,10,0.00040759033782934083,215,2800
20260618,4,30,-0.0005948452227764465,175,2800
20260618,5,1,-0.0016010450536566164,233,2800
20260618,5,2,-0.0002989898433538728,231,2800
20260618,5,5,-0.0002757889545867318,225,2800
20260618,5,10,-0.001293296312792028,215,2800
20260618,5,30,-0.00016005703396215415,175,2800
20260618,6,1,0.0008262410361250677,233,2800
20260618,6,2,0.00011902624699747737,231,2800
20260618,6,5,-0.0005557079327857888,225,2800
20260618,6,10,-9.126421640255092e-05,215,2800
20260618,6,30,1.874809656078049e-05,175,2800
20260618,7,1,0.00014634282843130336,233,2800
20260618,7,2,0.0014514408303699094,231,2800
20260618,7,5,0.0007124323978792694,225,2800
20260618,7,10,0.001365228068763081,215,2800
20260618,7,30,0.0017937235812319743,175,2800
20260618,8,1,-0.0030661084037323033,233,2800
20260618,8,2,-0.001040747210787902,231,2800
20260618,8,5,-0.001501501464580934,225,2800
20260618,8,10,-0.0006263726942696992,215,2800
20260618,8,30,-0.00012080352719753587,175,2800
20260618,9,1,-0.00042548981497101535,233,2800
20260618,9,2,-0.0006999683165280792,231,2800
20260618,9,5,-0.0006710370386327712,225,2800
20260618,9,10,-0.0006013513671669283,215,2800
20260618,9,30,0.00035978099170431337,175,2800
20260618,10,1,0.001425609795503529,233,2800
20260618,10,2,-0.0003960442714052087,231,2800
20260618,10,5,0.0005758263657702255,225,2800
20260618,10,10,0.0009106700225171512,215,2800
20260618,10,30,0.00041921340040957354,175,2800
20260618,11,1,0.0005684345842743054,233,2800
20260618,11,2,0.00048212642518402523,231,2800
20260618,11,5,0.00013274891438776692,225,2800
20260618,11,10,0.0016281598671798775,215,2800
20260618,11,30,0.0011165754539160684,175,2800
20260618,12,1,0.004974982514693187,233,2800
20260618,12,2,0.002580876279467941,231,2800
20260618,12,5,0.002194450868309038,225,2800
20260618,12,10,0.0014500606370949321,215,2800
20260618,12,30,0.0004690198516348015,175,2800
20260618,13,1,0.00020817668445077462,233,2800
20260618,13,2,0.0007143480916546994,231,2800
20260618,13,5,0.00016898299197675234,225,2800
20260618,13,10,-0.00023691506950550292,215,2800
20260618,13,30,0.0016518299029271587,175,2800
20260618,14,1,-0.001683496278445344,233,2800
20260618,14,2,-0.001423993619624068,231,2800
20260618,14,5,-0.002538612420951863,225,2800
20260618,14,10,-0.00019624425294199546,215,2800
20260618,14,30,0.0005354801781940415,175,2800
20260618,15,1,-0.0001728120948138785,233,2800
20260618,15,2,-0.0006471139720906601,231,2800
20260618,15,5,2.4272179466615394e-05,225,2800
20260618,15,10,-0.0005831456612294732,215,2800
20260618,15,30,-0.000692416443125961,175,2800
20260618,16,1,-0.0013584292048764714,233,2800
20260618,16,2,-0.0006835077179546378,231,2800
20260618,16,5,-0.0009755041301884172,225,2800
20260618,16,10,-0.0013872921435375348,215,2800
20260618,16,30,0.0007912587405096296,175,2800
20260618,17,1,-0.00014185443962395707,233,2800
20260618,17,2,-5.40339599809521e-05,231,2800
20260618,17,5,0.001016689367073263,225,2800
20260618,17,10,0.0011273237754658406,215,2800
20260618,17,30,0.00027907221049356903,175,2800
20260618,18,1,0.0008585282533259979,233,2800
20260618,18,2,0.0006416656225859488,231,2800
20260618,18,5,0.00011479274175895014,225,2800
20260618,18,10,0.0004192413802267651,215,2800
20260618,18,30,0.0006404958795677172,175,2800
20260618,19,1,0.001639023163083108,233,2800
20260618,19,2,0.00045780693126059246,231,2800
20260618,19,5,-0.0008073674894969413,225,2800
20260618,19,10,-0.00042067145733486145,215,2800
20260618,19,30,-0.00022637843311074468,175,2800
20260622,0,1,0.000751892817287717,233,2800
20260622,0,2,-0.00030631838070783475,231,2800
20260622,0,5,-0.00030002419300206455,225,2800
20260622,0,10,-0.0003848783561178122,215,2800
20260622,0,30,0.000766822471558517,175,2800
20260622,1,1,0.0013072835736496107,233,2800
20260622,1,2,0.0005049367958508106,231,2800
20260622,1,5,-0.0010334981696330282,225,2800
20260622,1,10,-0.0008616678089194668,215,2800
20260622,1,30,-0.00017805352285358496,175,2800
20260622,2,1,-0.001517686011559248,233,2800
20260622,2,2,-0.0015999487215032195,231,2800
20260622,2,5,-0.0010097736217480806,225,2800
20260622,2,10,-0.0011724346093116337,215,2800
20260622,2,30,-0.00037668523409074167,175,2800
20260622,3,1,0.002110059875322371,233,2800
20260622,3,2,0.0003844560852722042,231,2800
20260622,3,5,0.0011766911310844984,225,2800
20260622,3,10,-9.385544728594398e-05,215,2800
20260622,3,30,0.00020595238721848744,175,2800
20260622,4,1,-0.0008934684548441045,233,2800
20260622,4,2,-0.00020070188093335726,231,2800
20260622,4,5,0.00038377564895591005,225,2800
20260622,4,10,-0.0007499673047075546,215,2800
20260622,4,30,-0.0007558681849978055,175,2800
20260622,5,1,-0.00117512954913088,233,2800
20260622,5,2,-0.002456593477738329,231,2800
20260622,5,5,-0.0009481766341456753,225,2800
20260622,5,10,-0.001164151687224545,215,2800
20260622,5,30,-5.4396334618401366e-05,175,2800
20260622,6,1,0.0020777100289618815,233,2800
20260622,6,2,0.0014655732839217366,231,2800
20260622,6,5,0.00023598598308289008,225,2800
20260622,6,10,0.000118259538646479,215,2800
20260622,6,30,-0.0004573206751628939,175,2800
20260622,7,1,0.00029580807670935984,233,2800
20260622,7,2,0.0008645716323380559,231,2800
20260622,7,5,-0.0002936554597714142,225,2800
20260622,7,10,-0.00037627858642410195,215,2800
20260622,7,30,-0.0007204460965660891,175,2800
20260622,8,1,-0.0005224084149799121,233,2800
20260622,8,2,0.0007451833970092816,231,2800
20260622,8,5,-0.00022731647628121656,225,2800
20260622,8,10,0.0002570464091462516,215,2800
20260622,8,30,0.00025239201672315817,175,2800
20260622,9,1,0.0008876039746036925,233,2800
20260622,9,2,0.00027970411938431106,231,2800
20260622,9,5,2.7438175091848488e-05,225,2800
20260622,9,10,0.00018881856573136005,215,2800
20260622,9,30,7.89517659818652e-05,175,2800
20260622,10,1,-9.592730327091906e-05,233,2800
20260622,10,2,0.0006285006573525879,231,2800
20260622,10,5,-0.0011433056241217216,225,2800
20260622,10,10,-0.0011287684008019479,215,2800
20260622,10,30,-0.0010266819682255603,175,2800
20260622,11,1,0.0010475600305998708,233,2800
20260622,11,2,0.00038406023050050305,231,2800
20260622,11,5,1.5047329707856149e-05,225,2800
20260622,11,10,-0.00047512234319868797,215,2800
20260622,11,30,-0.0010534518986981454,175,2800
20260622,12,1,-0.003345024019564224,233,2800
20260622,12,2,-0.0027928723359087184,231,2800
20260622,12,5,-0.0027756567924530156,225,2800
20260622,12,10,-0.001039631740577481,215,2800
20260622,12,30,-0.002397537327330068,175,2800
20260622,13,1,0.0005196863551729648,233,2800
20260622,13,2,-0.0001783942959979182,231,2800
20260622,13,5,0.001092572538507906,225,2800
20260622,13,10,0.00027607732149148074,215,2800
20260622,13,30,0.0008269612882355152,175,2800
20260622,14,1,-0.0014501688338960175,233,2800
20260622,14,2,0.000376875801051859,231,2800
20260622,14,5,-0.0014069874526494485,225,2800
20260622,14,10,0.0002483553282580237,215,2800
20260622,14,30,0.0009893890825055773,175,2800
20260622,15,1,0.0005183412952325472,233,2800
20260622,15,2,0.0006578118941026698,231,2800
20260622,15,5,-0.0003772208380207923,225,2800
20260622,15,10,0.0008906911651706065,215,2800
20260622,15,30,0.000904636363732414,175,2800
20260622,16,1,-0.00014001983692232454,233,2800
20260622,16,2,-0.0008511372174391875,231,2800
20260622,16,5,0.0001362021758930496,225,2800
20260622,16,10,-0.0006462547187874385,215,2800
20260622,16,30,7.475226263303933e-05,175,2800
20260622,17,1,-0.0015458911438135082,233,2800
20260622,17,2,-0.0014723731285025458,231,2800
20260622,17,5,2.797676593721611e-05,225,2800
20260622,17,10,-0.0006815207940857119,215,2800
20260622,17,30,5.482958006099604e-05,175,2800
20260622,18,1,-0.0004616531048528427,233,2800
20260622,18,2,0.0005811479737868154,231,2800
20260622,18,5,-0.00034375110953187955,225,2800
20260622,18,10,0.0008367944856653398,215,2800
20260622,18,30,0.0002508524155386628,175,2800
20260622,19,1,-0.0009386181931353138,233,2800
20260622,19,2,-0.001579473172914345,231,2800
20260622,19,5,0.0008111706274723188,225,2800
20260622,19,10,0.0004219181445188524,215,2800
20260622,19,30,-0.0005831860420098567,175,2800
20260623,0,1,-0.0008964716102396679,233,2800
20260623,0,2,-0.001139163628242211,231,2800
20260623,0,5,0.00013935468359431023,225,2800
20260623,0,10,-0.00018296657129337148,215,2800
20260623,0,30,-0.0009860235379191556,175,2800
20260623,1,1,0.00016131542633745198,233,2800
20260623,1,2,0.0005193238208454713,231,2800
20260623,1,5,0.001018673378350116,225,2800
20260623,1,10,-0.00011266669291490629,215,2800
20260623,1,30,-0.0006595492411140113,175,2800
20260623,2,1,0.0017037111486791488,233,2800
20260623,2,2,-0.000369599533940172,231,2800
20260623,2,5,0.0014626748687875492,225,2800
20260623,2,10,-4.92194461548922e-05,215,2800
20260623,2,30,0.0011402734839491932,175,2800
20260623,3,1,0.0005877270208777343,233,2800
20260623,3,2,7.166161681002031e-05,231,2800
20260623,3,5,-0.0009582369357982838,225,2800
20260623,3,10,-1.463503400764262e-05,215,2800
20260623,3,30,-0.0004692032050109778,175,2800
20260623,4,1,-0.000906190190117044,233,2800
20260623,4,2,-0.00024070893548284843,231,2800
20260623,4,5,-6.465460900084263e-05,225,2800
20260623,4,10,0.0004588642231375732,215,2800
20260623,4,30,0.0007056749863768235,175,2800
20260623,5,1,0.0005560527047682054,233,2800
20260623,5,2,0.00040528002025925835,231,2800
20260623,5,5,0.0003617637297656171,225,2800
20260623,5,10,0.00023182318762287338,215,2800
20260623,5,30,-0.0009981961030936003,175,2800
20260623,6,1,-0.002480557242210141,233,2800
20260623,6,2,-0.0024102230589550626,231,2800
20260623,6,5,-0.00190941168273285,225,2800
20260623,6,10,-0.003007402908164895,215,2800
20260623,6,30,-0.0004714140653388565,175,2800
20260623,7,1,0.0026755516715464456,233,2800
20260623,7,2,0.00043432180426866414,231,2800
20260623,7,5,0.0009240244026562489,225,2800
20260623,7,10,0.0008807946970765056,215,2800
20260623,7,30,0.0009738317951140865,175,2800
20260623,8,1,-0.0006566736461961817,233,2800
20260623,8,2,-0.0019780978691227627,231,2800
20260623,8,5,-0.0006604746512334007,225,2800
20260623,8,10,-0.0012257840554836046,215,2800
20260623,8,30,-9.981225334641373e-05,175,2800
20260623,9,1,0.0005022847205601113,233,2800
20260623,9,2,0.0009871889471910309,231,2800
20260623,9,5,0.0010250399886754618,225,2800
20260623,9,10,0.0005497692031242856,215,2800
20260623,9,30,-0.00015214472848710145,175,2800
20260623,10,1,-0.0022757416582402587,233,2800
20260623,10,2,-0.0013841691702378143,231,2800
20260623,10,5,-0.0006504679585000038,225,2800
20260623,10,10,-0.0007195749170763305,215,2800
20260623,10,30,-0.0011144436650636774,175,2800
20260623,11,1,0.0025772431536837405,233,2800
20260623,11,2,0.002234252329082645,231,2800
20260623,11,5,0.0008492845727353621,225,2800
20260623,11,10,-0.00024243561410632741,215,2800
20260623,11,30,0.0005405519804502155,175,2800
20260623,12,1,0.0023443036826272232,233,2800
20260623,12,2,0.0023685851594292947,231,2800
20260623,12,5,0.00336319676372594,225,2800
20260623,12,10,0.0017995012525488748,215,2800
20260623,12,30,0.0016072436250094053,175,2800
20260623,13,1,0.002196874113817581,233,2800
20260623,13,2,-3.708174682413033e-05,231,2800
20260623,13,5,0.0014563068253161478,225,2800
20260623,13,10,0.0003021866045216946,215,2800
20260623,13,30,-0.0006276632976279767,175,2800
20260623,14,1,0.0029672826195220542,233,2800
20260623,14,2,0.00022542667419041788,231,2800
20260623,14,5,-0.00018907826995479265,225,2800
20260623,14,10,-0.0005366046656829725,215,2800
20260623,14,30,-0.0011514851787579456,175,2800
20260623,15,1,0.00015550244249347338,233,2800
20260623,15,2,-0.001151301019337401,231,2800
20260623,15,5,0.0006407792211002521,225,2800
20260623,15,10,0.0013396533635103615,215,2800
20260623,15,30,0.0007298112949432843,175,2800
20260623,16,1,0.00017214295202350885,233,2800
20260623,16,2,-0.001542546482016612,231,2800
20260623,16,5,-0.0007779133655890374,225,2800
20260623,16,10,0.0013263177290491234,215,2800
20260623,16,30,-0.000366537177599298,175,2800
20260623,17,1,-0.0009181682554707336,233,2800
20260623,17,2,-8.450298162200038e-05,231,2800
20260623,17,5,0.00013621000739800959,225,2800
20260623,17,10,0.000545454251364307,215,2800
20260623,17,30,-7.918742309656665e-05,175,2800
20260623,18,1,-0.0005524227494368859,233,2800
20260623,18,2,-0.00024087878001116634,231,2800
20260623,18,5,-0.0003026525839336368,225,2800
20260623,18,10,0.0006676847067389762,215,2800
20260623,18,30,-0.00015976539591698266,175,2800
20260623,19,1,0.0004251897806519352,233,2800
20260623,19,2,-0.0008415958613990052,231,2800
20260623,19,5,-0.000602518212175119,225,2800
20260623,19,10,0.00026197913681536955,215,2800
20260623,19,30,-0.00031454231597905923,175,2800
20260624,0,1,0.00257543295221085,233,2800
20260624,0,2,-0.000502917491711872,231,2800
20260624,0,5,0.0010264919652942979,225,2800
20260624,0,10,-3.560670437548827e-05,215,2800
20260624,0,30,-0.0001735362022654199,175,2800
20260624,1,1,0.0002478899209658593,233,2800
20260624,1,2,0.0018173854763767375,231,2800
20260624,1,5,0.0005046343415837402,225,2800
20260624,1,10,0.00047851991899847867,215,2800
20260624,1,30,0.0013937329747304187,175,2800
20260624,2,1,-0.0025702543565377356,233,2800
20260624,2,2,-0.0019647895166256505,231,2800
20260624,2,5,0.0001537823966033692,225,2800
20260624,2,10,0.00059527617025088,215,2800
20260624,2,30,-0.0006147444515117043,175,2800
20260624,3,1,5.322357233862813e-05,233,2800
20260624,3,2,-0.00207559425097116,231,2800
20260624,3,5,-0.0001916532395946064,225,2800
20260624,3,10,-0.0007327844182669,215,2800
20260624,3,30,6.205761814388255e-05,175,2800
20260624,4,1,3.956273276153554e-05,233,2800
20260624,4,2,0.0004026308832736793,231,2800
20260624,4,5,0.000515465259317535,225,2800
20260624,4,10,-0.000560383088108232,215,2800
20260624,4,30,-0.0008495058748926641,175,2800
20260624,5,1,-0.00047654032513214274,233,2800
20260624,5,2,0.000936590333359523,231,2800
20260624,5,5,-0.0010561462013378377,225,2800
20260624,5,10,-0.0013182773918279985,215,2800
20260624,5,30,-0.00022233370837154012,175,2800
20260624,6,1,-0.001938666089255573,233,2800
20260624,6,2,-0.0007932788456602738,231,2800
20260624,6,5,-0.002114151326370665,225,2800
20260624,6,10,-0.0013708956653178494,215,2800
20260624,6,30,-0.0008962475869647986,175,2800
20260624,7,1,-0.001217538038038861,233,2800
20260624,7,2,0.001410256428484536,231,2800
20260624,7,5,2.678575377986495e-05,225,2800
20260624,7,10,0.0007059479574544731,215,2800
20260624,7,30,-0.0004003842504170899,175,2800
20260624,8,1,-0.0010112962692741805,233,2800
20260624,8,2,0.0009358342895256877,231,2800
20260624,8,5,-0.0002548221620404106,225,2800
20260624,8,10,-0.0010898709881756242,215,2800
20260624,8,30,-0.0014853945461156457,175,2800
20260624,9,1,0.00024403632983099768,233,2800
20260624,9,2,0.00018063109407343947,231,2800
20260624,9,5,-0.0004890270274765126,225,2800
20260624,9,10,0.0017514883766758358,215,2800
20260624,9,30,0.001744314720833709,175,2800
20260624,10,1,-0.000606934934262307,233,2800
20260624,10,2,-0.0002500753681334132,231,2800
20260624,10,5,-0.0021383790867168053,225,2800
20260624,10,10,-0.00043411246736579034,215,2800
20260624,10,30,-0.00019593645128310782,175,2800
20260624,11,1,0.00048133221923628294,233,2800
20260624,11,2,-0.00037007759532557195,231,2800
20260624,11,5,0.0005366123921525132,225,2800
20260624,11,10,0.0002641513624859357,215,2800
20260624,11,30,-0.0001972396550527863,175,2800
20260624,12,1,-4.7457109377440315e-05,233,2800
20260624,12,2,9.202414600839451e-05,231,2800
20260624,12,5,-6.295051964933705e-05,225,2800
20260624,12,10,-2.9275101320783275e-06,215,2800
20260624,12,30,-0.0004072942796165408,175,2800
20260624,13,1,-0.000983226824418368,233,2800
20260624,13,2,-9.154711209725659e-05,231,2800
20260624,13,5,0.0006227203950203626,225,2800
20260624,13,10,0.0001829493437756175,215,2800
20260624,13,30,0.000838930022729524,175,2800
20260624,14,1,-0.0009323266878230482,233,2800
20260624,14,2,-0.001985071856875553,231,2800
20260624,14,5,-0.0020695327995004995,225,2800
20260624,14,10,-0.001048829687627355,215,2800
20260624,14,30,-0.0013903403828867214,175,2800
20260624,15,1,0.0009053729421679154,233,2800
20260624,15,2,-0.00030926967325851007,231,2800
20260624,15,5,-0.0006785469873455524,225,2800
20260624,15,10,-0.00013382932449092019,215,2800
20260624,15,30,0.00024309873579986572,175,2800
20260624,16,1,0.0002046845651503568,233,2800
20260624,16,2,-4.7592390051691745e-05,231,2800
20260624,16,5,-1.4938554862375694e-05,225,2800
20260624,16,10,0.000303611563437791,215,2800
20260624,16,30,0.001731720722296228,175,2800
20260624,17,1,0.00010643353563350949,233,2800
20260624,17,2,-1.9091385818332127e-05,231,2800
20260624,17,5,6.524087081454771e-05,225,2800
20260624,17,10,0.0009243126247452664,215,2800
20260624,17,30,0.0009543849283047883,175,2800
20260624,18,1,-8.986712358063718e-05,233,2800
20260624,18,2,-0.0005301823329080968,231,2800
20260624,18,5,-0.00021905487753927323,225,2800
20260624,18,10,-0.0005948742285682887,215,2800
20260624,18,30,0.00021729402949179395,175,2800
20260624,19,1,0.0002858872586561858,233,2800
20260624,19,2,-0.0015558125721780495,231,2800
20260624,19,5,-0.0008543524238514591,225,2800
20260624,19,10,0.00024970695211549233,215,2800
20260624,19,30,-0.0005300765774870192,175,2800
20260625,0,1,0.0008356035662339297,233,2800
20260625,0,2,0.0014355569450708323,231,2800
20260625,0,5,0.0005778249685569469,225,2800
20260625,0,10,0.000919904182685158,215,2800
20260625,0,30,6.958268499350186e-05,175,2800
20260625,1,1,-0.0008722868909921028,233,2800
20260625,1,2,-0.0006047048025464516,231,2800
20260625,1,5,-0.0005555357547801203,225,2800
20260625,1,10,-0.00030091517385837335,215,2800
20260625,1,30,-0.00019646280053391507,175,2800
20260625,2,1,-0.0008017408156135028,233,2800
20260625,2,2,-0.002576751462114009,231,2800
20260625,2,5,-0.0010765870312466166,225,2800
20260625,2,10,-0.0008709219102532058,215,2800
20260625,2,30,-4.0097262326753624e-06,175,2800
20260625,3,1,0.0010855044943570515,233,2800
20260625,3,2,-0.00016687201540811566,231,2800
20260625,3,5,0.0004221124908656607,225,2800
20260625,3,10,-0.0003589877418179579,215,2800
20260625,3,30,-0.00013238576979136924,175,2800
20260625,4,1,0.0008415992763552238,233,2800
20260625,4,2,0.001802025538394465,231,2800
20260625,4,5,0.0005053482557761027,225,2800
20260625,4,10,0.00032852026622629243,215,2800
20260625,4,30,0.0006989708264521406,175,2800
20260625,5,1,-0.0030994048277786833,233,2800
20260625,5,2,-0.0009758652155374515,231,2800
20260625,5,5,0.0002565084060394115,225,2800
20260625,5,10,-0.000498946959207703,215,2800
20260625,5,30,0.00010872503971306733,175,2800
20260625,6,1,0.0032787210321066195,233,2800
20260625,6,2,0.002295864361747329,231,2800
20260625,6,5,0.0010212233199112337,225,2800
20260625,6,10,0.0006359837543982097,215,2800
20260625,6,30,0.00017708337880031718,175,2800
20260625,7,1,4.435599682265611e-05,233,2800
20260625,7,2,0.0012789519324552493,231,2800
20260625,7,5,0.0007358061639152389,225,2800
20260625,7,10,-0.0001888400438713068,215,2800
20260625,7,30,1.704587567363834e-05,175,2800
20260625,8,1,-0.0013058120615361552,233,2800
20260625,8,2,-0.001474277675995525,231,2800
20260625,8,5,-0.0014179527171739143,225,2800
20260625,8,10,-0.00039075110095918535,215,2800
20260625,8,30,0.00010203608051092549,175,2800
20260625,9,1,-0.0019703539929589895,233,2800
20260625,9,2,-0.0010741084813474014,231,2800
20260625,9,5,-0.0013152779569729543,225,2800
20260625,9,10,-0.00035407184490895223,215,2800
20260625,9,30,0.00021808170163591583,175,2800
20260625,10,1,-0.00021187764836081953,233,2800
20260625,10,2,0.00027325478395154274,231,2800
20260625,10,5,-0.0002679708029717741,225,2800
20260625,10,10,5.3780282830128096e-05,215,2800
20260625,10,30,0.000770545893736716,175,2800
20260625,11,1,-0.0012963017112878228,233,2800
20260625,11,2,-0.0013953003042698612,231,2800
20260625,11,5,-0.0005497277147808688,225,2800
20260625,11,10,0.00045702537499061734,215,2800
20260625,11,30,-0.0008702839067805764,175,2800
20260625,12,1,-0.001626707236420315,233,2800
20260625,12,2,-0.001894016647155276,231,2800
20260625,12,5,-0.0008555550405193566,225,2800
20260625,12,10,-0.0009916577536292163,215,2800
20260625,12,30,-0.0010843227002492381,175,2800
20260625,13,1,-0.001538237982636912,233,2800
20260625,13,2,-0.0011876503125262596,231,2800
20260625,13,5,0.0004103796975244847,225,2800
20260625,13,10,-0.0008552465274001308,215,2800
20260625,13,30,0.0001169423946814934,175,2800
20260625,14,1,-0.00033195638347229624,233,2800
20260625,14,2,0.0006018376665214357,231,2800
20260625,14,5,-0.0010291346635113922,225,2800
20260625,14,10,-0.00020380521549226183,215,2800
20260625,14,30,-0.0003314932878300405,175,2800
20260625,15,1,-0.0013167159226028843,233,2800
20260625,15,2,-0.000275106364113013,231,2800
20260625,15,5,0.0006701109932604646,225,2800
20260625,15,10,-0.0008311349806356803,215,2800
20260625,15,30,0.0010686008258848315,175,2800
20260625,16,1,0.0002181608647142385,233,2800
20260625,16,2,0.001062194251799614,231,2800
20260625,16,5,0.0003359021360218267,225,2800
20260625,16,10,-0.0003373643168695731,215,2800
20260625,16,30,0.00043736249354343394,175,2800
20260625,17,1,0.0012897199917488713,233,2800
20260625,17,2,-0.00017900439082308315,231,2800
